-23.614791, -46.627427;-23.673213,-46.7120318;16533
-23.614791, -46.627427;-23.61433,-46.658597;4974
-23.614791, -46.627427;-23.591201,-46.550558;11673
-23.614791, -46.627427;-23.572323,-46.64561;8084
-23.614791, -46.627427;-23.607545,-46.693866;11023
-23.614791, -46.627427;-23.600175,-46.667445;7435
-23.614791, -46.627427;-23.615524,-46.666598;6814
-23.614791, -46.627427;-23.639197,-46.642844;4632
-23.614791, -46.627427;-23.6072941,-46.6707622;8069
-23.614791, -46.627427;-23.603043,-46.625682;1684
-23.614791, -46.627427;-23.614791,-46.627427;0
-23.614791, -46.627427;-23.569797,-46.644042;6800
-23.614791, -46.627427;-23.610515,-46.677418;8595
-23.614791, -46.627427;-23.567626,-46.613194;6900
-23.614791, -46.627427;-23.6739806,-46.7125576;16300
-23.614791, -46.627427;-23.66008,-46.685975;12606
-23.614791, -46.627427;-23.604714,-46.625722;1412
-23.614791, -46.627427;-23.595437,-46.66972;7597
-23.614791, -46.627427;-23.559908,-46.629469;8258
-23.614791, -46.627427;-23.584514,-46.577972;8740
-23.614791, -46.627427;-23.611812,-46.665253;6944
-23.614791, -46.627427;-23.642216,-46.666321;8363
-23.614791, -46.627427;-23.616018,-46.608994;4389
-23.614791, -46.627427;-23.6052409,-46.6753397;8457
-23.614791, -46.627427;-23.586749,-46.634718;4456
-23.614791, -46.627427;-23.60992,-46.663756;7195
-23.614791, -46.627427;-23.601304,-46.644565;3606
-23.614791, -46.627427;-23.621867,-46.671966;7632
-23.614791, -46.627427;-23.612318,-46.618521;1411
-23.614791, -46.627427;-23.585217,-46.602027;5625
-23.614791, -46.627427;-23.646657,-46.663175;8957
-23.614791, -46.627427;-23.550744,-46.606751;9651
-23.614791, -46.627427;-23.632779,-46.638102;3647
-23.614791, -46.627427;-23.582011,-46.55217;11085
-23.614791, -46.627427;-23.58681,-46.643252;5619
-23.614791, -46.627427;-23.608765,-46.667293;7652
-23.614791, -46.627427;-23.611073,-46.685637;9189
-23.614791, -46.627427;-23.5856881,-46.6181907;3634
-23.614791, -46.627427;-23.654863,-46.691328;12756
-23.614791, -46.627427;-23.564936,-46.58969;8982
-23.614791, -46.627427;-23.591848,-46.627748;3404
-23.614791, -46.627427;-23.602732,-46.542631;13695
-23.614791, -46.627427;-23.552492,-46.621518;9432
-23.614791, -46.627427;-23.651047,-46.640259;5691
-23.400933, -46.318348;-23.400933,-46.318348;0
-23.400933, -46.318348;-23.1021046,-45.6308129;87858
-23.400933, -46.318348;-22.734531,-45.586681;132837
-23.400933, -46.318348;-22.744285,-45.599987;131146
-23.400933, -46.318348;-23.6189404,-45.4009253;136442
-23.400933, -46.318348;-23.6244592,-45.4174336;134132
-23.400933, -46.318348;-23.474572,-46.531652;25220
-23.400933, -46.318348;-23.42301,-46.394891;11143
-23.400933, -46.318348;-23.417169,-46.4554528;17905
-23.400933, -46.318348;-23.4634,-46.52678;24646
-23.400933, -46.318348;-23.46366,-46.52722;25214
-23.400933, -46.318348;-23.465073,-46.513645;24138
-23.400933, -46.318348;-23.41867,-46.382117;11143
-23.400933, -46.318348;-23.423923,-46.489185;25586
-23.400933, -46.318348;-23.451438,-46.474596;18717
-23.400933, -46.318348;-23.544909,-46.252674;27983
-23.400933, -46.318348;-23.534523,-46.185689;24034
-23.400933, -46.318348;-23.200476,-45.885737;51979
-23.400933, -46.318348;-23.223065,-45.900775;49736
-23.400933, -46.318348;-23.2231545,-45.9115482;50271
-23.400933, -46.318348;-23.231751,-45.9012646;50226
-23.400933, -46.318348;-23.2049401,-45.8832335;51888
-23.400933, -46.318348;-23.163709,-45.894669;58695
-23.400933, -46.318348;-23.2433192,-45.8823568;55064
-23.400933, -46.318348;-23.53789,-46.476697;35293
-23.400933, -46.318348;-23.564388,-46.415779;38414
-23.400933, -46.318348;-23.523658,-46.475042;32430
-23.400933, -46.318348;-23.5592457,-46.4461144;35079
-23.400933, -46.318348;-23.5583213,-46.4452154;34929
-23.400933, -46.318348;-23.7798094,-45.3992805;155594
-23.400933, -46.318348;-23.551894,-46.319705;27311
-23.400933, -46.318348;-23.559059,-46.33266;28982
-23.400933, -46.318348;-23.032251,-45.556743;90599
-23.400933, -46.318348;-23.003466,-45.546097;96453
-23.400933, -46.318348;-23.4434746,-45.0704375;186558
-23.400933, -46.318348;-23.435462,-45.072726;185357
-23.17342,-46.88517;-23.117265,-46.580273;58417
-23.17342,-46.88517;-22.968274,-46.543586;58408
-23.17342,-46.88517;-22.941751,-46.535722;61301
-23.17342,-46.88517;-22.9153784,-46.5488988;64180
-23.17342,-46.88517;-22.9667434,-46.5430882;58210
-23.17342,-46.88517;-23.275787,-46.745004;29567
-23.17342,-46.88517;-23.1191103,-47.2273789;57041
-23.17342,-46.88517;-23.109114,-47.231056;58120
-23.17342,-46.88517;-23.076758,-47.209601;53999
-23.17342,-46.88517;-23.1230893,-47.2254443;57001
-23.17342,-46.88517;-22.998173,-46.848124;23296
-23.17342,-46.88517;-23.02909,-46.7489;35507
-23.17342,-46.88517;-23.26288,-47.285588;50683
-23.17342,-46.88517;-23.1048,-47.01019;23296
-23.17342,-46.88517;-23.1611183,-47.0247971;20311
-23.17342,-46.88517;-23.1869986,-46.891701;2905
-23.17342,-46.88517;-23.149478,-46.846249;6562
-23.17342,-46.88517;-23.2070017,-46.8849456;5910
-23.17342,-46.88517;-23.174851,-46.88624;884
-23.17342,-46.88517;-23.152782,-46.873565;3637
-23.17342,-46.88517;-23.190588,-46.897851;4267
-23.17342,-46.88517;-23.211907,-46.864316;6291
-23.17342,-46.88517;-23.187206,-46.960093;13563
-23.17342,-46.88517;-23.1786241,-46.9130934;4298
-23.17342,-46.88517;-23.173423,-46.885174;420
-23.17342,-46.88517;-23.1905041,-46.8964141;3737
-23.17342,-46.88517;-23.292325,-46.573989;83378
-23.17342,-46.88517;-22.909196,-46.971693;48141
-23.17342,-46.88517;-22.97916,-47.000744;34182
-23.17342,-46.88517;-22.9629389,-47.0034141;39469
-23.17342,-46.88517;-22.9679285,-47.0025665;37470
-23.17342,-46.88517;-22.996876,-47.034189;31731
-23.17342,-46.88517;-22.980194,-46.999828;34232
-23.17342,-46.88517;-22.9920494,-47.0053895;33138
-23.17342,-46.88517;-23.209112,-46.847763;7488
-22.88854,-47.11251;-22.752536,-47.348265;36306
-22.88854,-47.11251;-22.7291866,-47.2959761;29561
-22.88854,-47.11251;-22.855826,-47.1513;9184
-22.88854,-47.11251;-22.910387,-47.09632;4012
-22.88854,-47.11251;-22.887272,-47.044933;9493
-22.88854,-47.11251;-22.8933718,-47.061021;7588
-22.88854,-47.11251;-22.877242,-47.043489;15173
-22.88854,-47.11251;-22.8299875,-47.0788267;13398
-22.88854,-47.11251;-22.825341,-47.0797112;13681
-22.88854,-47.11251;-22.8959345,-47.0737555;5561
-22.88854,-47.11251;-22.930288,-47.101988;8812
-22.88854,-47.11251;-22.8354707,-47.0793331;12545
-22.88854,-47.11251;-22.888548,-47.112515;267
-22.88854,-47.11251;-22.900321,-47.058314;7738
-22.88854,-47.11251;-22.929173,-47.069918;8211
-22.88854,-47.11251;-22.8553587,-47.1106562;11896
-22.88854,-47.11251;-22.881528,-47.072282;5990
-22.88854,-47.11251;-22.905265,-47.05135;9543
-22.88854,-47.11251;-22.902468,-47.046218;14139
-22.88854,-47.11251;-22.922754,-47.050799;12609
-22.88854,-47.11251;-22.92001,-47.053107;9141
-22.88854,-47.11251;-22.818631,-47.081272;14873
-22.88854,-47.11251;-22.925426,-47.056482;11824
-22.88854,-47.11251;-22.8885,-47.167243;8555
-22.88854,-47.11251;-22.890836,-47.230751;16934
-22.88854,-47.11251;-22.5839723,-47.4087894;51578
-22.88854,-47.11251;-22.5817794,-47.387211;49450
-22.88854,-47.11251;-22.432724,-46.95298;67837
-22.88854,-47.11251;-22.4363905,-46.9753399;63729
-22.88854,-47.11251;-22.790296,-47.296429;29721
-22.88854,-47.11251;-22.766773,-47.149123;21642
-22.88854,-47.11251;-22.726597,-47.361545;37663
-22.88854,-47.11251;-22.8144798,-47.2779299;26699
-22.71519,-47.63266;-22.231071,-47.740257;69732
-22.71519,-47.63266;-22.715195,-47.632669;212
-22.71519,-47.63266;-22.6971374,-47.6600391;4634
-22.71519,-47.63266;-22.6999538,-47.674859;7510
-22.71519,-47.63266;-22.710824,-47.6555037;3824
-22.71519,-47.63266;-22.759492,-47.645506;7011
-22.71519,-47.63266;-22.7388269,-47.6305162;3783
-22.71519,-47.63266;-22.6896633,-47.6731908;6726
-22.71519,-47.63266;-22.7028443,-47.6475316;3092
-22.71519,-47.63266;-22.724274,-47.6333153;1327
-22.71519,-47.63266;-22.7109964,-47.6354569;841
-22.71519,-47.63266;-22.4128397,-47.5601659;38404
-22.71519,-47.63266;-22.4112213,-47.5562311;39191
-22.71519,-47.63266;-22.008752,-47.898299;102389
-22.32594,-49.05586;-21.2255,-50.444622;192262
-22.32594,-49.05586;-21.228507,-50.437769;191498
-22.32594,-49.05586;-22.343707,-49.052013;3783
-22.32594,-49.05586;-22.328397,-49.066956;1675
-22.32594,-49.05586;-22.335371,-49.053813;1778
-22.32594,-49.05586;-22.331033,-49.085549;3930
-22.32594,-49.05586;-22.3259406,-49.0558655;410
-22.32594,-49.05586;-22.325647,-49.063706;1781
-22.32594,-49.05586;-22.31208,-49.071446;4098
-22.32594,-49.05586;-22.862302,-48.441902;93242
-22.32594,-49.05586;-22.924557,-48.451666;96111
-22.32594,-49.05586;-23.13856,-48.44686;126811
-22.32594,-49.05586;-22.139615,-51.397855;284264
-22.32594,-49.05586;-22.807413,-49.534099;84782
-21.17287,-47.8068;-21.779054,-48.179554;93482
-21.17287,-47.8068;-20.552267,-47.409991;87789
-21.17287,-47.8068;-20.542681,-47.422278;89367
-21.17287,-47.8068;-21.1986885,-47.8080784;3553
-21.17287,-47.8068;-21.21251,-47.796086;5509
-21.17287,-47.8068;-21.188243,-47.798121;2265
-21.17287,-47.8068;-21.1728751,-47.8068099;207
-21.17287,-47.8068;-21.216698,-47.8197966;6676
-21.17287,-47.8068;-21.1845465,-47.7577181;6679
-21.17287,-47.8068;-21.211181,-47.772714;6611
-21.17287,-47.8068;-21.1893221,-47.8065546;2475
-21.17287,-47.8068;-21.203474,-47.809717;4202
-21.17287,-47.8068;-21.1661352,-47.7892246;2911
-21.17287,-47.8068;-20.792398,-49.393643;189896
-21.17287,-47.8068;-20.822841,-49.392559;206154
-21.17287,-47.8068;-20.822974,-49.385054;205530
-21.17287,-47.8068;-20.8238742,-49.4026553;207151
-21.17287,-47.8068;-20.8251335,-49.3665091;203640
-21.17287,-47.8068;-20.817773,-49.395561;207381
-21.17287,-47.8068;-20.8273333,-49.3658309;203188
-21.17287,-47.8068;-20.8315646,-49.4049554;208229
-23.52349,-47.49537;-23.4162298,-47.3460521;28378
-23.52349,-47.49537;-23.426167,-47.359412;23651
-23.52349,-47.49537;-23.487423,-47.474776;5964
-23.52349,-47.49537;-23.417603,-47.407944;22214
-23.52349,-47.49537;-23.496423,-47.4661221;5625
-23.52349,-47.49537;-23.5525447,-47.4650971;5991
